2009,"lower","Walt Leger, III","LAL000099"
,"joint","Billiot, Robert E.","LAL000182"
2010,"lower","Anthony V. Ligi, Jr.","LAL000236"
2009,"upper","Kenneth Eric LaFleur","LAL000155"
,"joint","Nowlin, Rickey L.","LAL000247"
2010,"lower","Ben W. Nevers","LAL000165"
2010,"upper","Robert E. Billiot","LAL000182"
2010,"upper","Patrick C. Williams","LAL000273"
2009,"upper","Jonathan W. Perry","LAL000249"
2010,"upper","John E.  Guinn","LAL000211"
2010,"upper","Lowell C. Hazel","LAL000214"
,"lower","Guinn, John E.","LAL000211"
2009,"lower","Ben W. Nevers","LAL000165"
2010,"lower","Nicholas ""Nick"" Gautreaux","LAL000150"
2010,"upper","Mack A. ""Bodi"" White, Jr.","LAL000272"
2010,"upper","Noble E. Ellington","LAL000202"
2009,"lower","Neil Riser","LAL000278"
2010,"lower","George Gregory Cromer","LAL000195"
2009,"lower","James H. Morris","LAL000245"
,"lower","Burns, Timothy G.","LAL000186"
2009,"lower","Charles R. Chaney","LAL000192"
2009,"lower","Barbara M. Norton","LAL000246"
2009,"upper","Jack Montoucet","LAL000243"
2009,"lower","Harrison","LAL000213"
2009,"lower","Bobby G. Badon","LAL000177"
2009,"upper","M.J. ""Mert"" Smiley, Jr.","LAL000125"
2009,"lower","Dale M. Erdey","LAL000148"
2010,"upper","Lydia Patrice Jackson","LAL000153"
2009,"lower","Juan A. LaFonta","LAL000231"
2009,"upper","Nita Rusich Hutter","LAL000222"
2010,"lower","Neil C. Abramson","LAL000172"
2009,"lower","Barrow","LAL000181"
2009,"upper","Gautreaux B","LAL000149"
2009,"upper","Hebert","LAL000152"
2010,"lower","Elton M. Aubert","LAL000176"
2009,"upper","Nevers","LAL000165"
2009,"lower","Clifton R. Richardson","LAL000254"
,"lower","Perry, Jonathan W.","LAL000249"
2009,"lower","John LaBruzzo","LAL000230"
2009,"upper","Franklin J. Foil","LAL000204"
2009,"upper","McPherson","LAL000159"
2010,"upper","Gary L. Smith, Jr.","LAL000262"
,"joint","Leger, Walt III","LAL000099"
2009,"lower","Joseph P. Lopinto III","LAL000238"
2010,"upper","Anthony V. Ligi, Jr.","LAL000236"
2009,"lower","Neil C. Abramson","LAL000172"
2009,"lower","J. Kevin Pearson","LAL000248"
2009,"upper","Thomas H. McVea","LAL000240"
2009,"lower","Chandler","LAL000191"
,"lower","Pearson, J. Kevin","LAL000248"
2009,"lower","James K. Armes III","LAL000174"
2009,"upper","H. Bernard LeBas","LAL000234"
2009,"upper","Riser","LAL000278"
,"joint","Smith, Patricia Haynes","LAL000264"
,"lower","Howard, Frank A.","LAL000221"
2010,"upper","Francis C. Thompson","LAL000170"
2010,"upper","Robert M. Marionneaux, Jr.","LAL000157"
2010,"lower","James K. Armes III","LAL000174"
2009,"lower","Jackson G.","LAL000088"
2009,"lower","Taylor F. Barras","LAL000180"
2010,"upper","Stephen F. Carter","LAL000189"
,"joint","Richard, Jerome","LAL000253"
2010,"lower","Jackson G.","LAL000088"
2010,"lower","Jackson M.","LAL000224"
2009,"upper","Charmaine Marchand Stiaes","LAL000266"
2009,"upper","Rickey Hardy","LAL000212"
2010,"lower","Willie L. Mount","LAL000163"
2010,"lower","Ricky J. Templet","LAL000268"
2009,"lower","Jackson M.","LAL000224"
2009,"upper","Nancy R. Landry","LAL000233"
2009,"upper","Dorsey","LAL000147"
2009,"lower","Katz","LAL000228"
2009,"upper","Edwin R. Murray","LAL000164"
2009,"upper","Austin J. Badon, Jr.","LAL000042"
2010,"upper","Charles E. ""Chuck"" Kleckley","LAL000229"
,"joint","McVea, Thomas H.","LAL000240"
2009,"lower","Ritchie","LAL000256"
2009,"upper","Nickie Monica","LAL000242"
2009,"lower","Dan Claitor","LAL000145"
,"lower","Aubert, Elton M.","LAL000176"
,"lower","Dove, Gordon","LAL000199"
2009,"lower","Damon J. Baldone","LAL000179"
,"lower","Fannin, James R.","LAL000203"
2009,"lower","Burrell","LAL000187"
2010,"lower","Nancy R. Landry","LAL000233"
2009,"lower","Dan W. ""Blade"" Morrish","LAL000162"
2009,"lower","Patricia Haynes Smith","LAL000264"
2009,"lower","John R. Smith","LAL000169"
2010,"lower","Michael A. Walsworth","LAL000171"
2009,"upper","David Heitmeier","LAL000277"
2009,"upper","Michael L. Jackson","LAL000224"
2009,"lower","Henderson","LAL000215"
2009,"upper","Fred H. Mills, Jr.","LAL000105"
2010,"upper","James H. Morris","LAL000245"
2009,"upper","John M. Schroder, Sr.","LAL000259"
2010,"upper","Jean-Paul ""JP"" Morrell","LAL000161"
2009,"upper","Jim Tucker","LAL000271"
2010,"lower","Thomas G. Carmody, Jr.","LAL000188"
2009,"lower","Jerome Richard","LAL000253"
2009,"lower","Michael A. Walsworth","LAL000171"
,"lower","Franklin, A B","LAL000205"
2009,"upper","Sherri Smith Cheek","LAL000144"
2010,"upper","Dale M. Erdey","LAL000148"
2009,"lower","Gerald Long","LAL000156"
2009,"lower","Thomas P.  Willmott","LAL000274"
2010,"upper","Gautreaux B","LAL000149"
2010,"upper","Clifton R. Richardson","LAL000254"
2009,"lower","Thomas G. Carmody, Jr.","LAL000188"
2010,"lower","Elbert L. Guillory","LAL000151"
2009,"lower","Dixon","LAL000197"
2009,"lower","Howard","LAL000221"
2009,"upper","Kostelka","LAL000154"
2010,"upper","Franklin J. Foil","LAL000204"
2009,"lower","Downs","LAL000200"
2010,"upper","Barbara M. Norton","LAL000246"
2010,"upper","Bobby G. Badon","LAL000177"
2009,"upper","Patrick C. Williams","LAL000273"
,"lower","Foil, Franklin J.","LAL000204"
2009,"upper","A B Franklin","LAL000205"
2009,"lower","Harold L. Ritchie","LAL000256"
2010,"lower","Michael E. Danahay","LAL000196"
2009,"upper","Kay Kellogg Katz","LAL000228"
2010,"lower","Gary L. Smith, Jr.","LAL000262"
2009,"lower","Baldone","LAL000179"
2009,"upper","Elbert L. Guillory","LAL000151"
2009,"lower","Reed S. Henderson","LAL000215"
2009,"lower","Lowell C. Hazel","LAL000214"
,"joint","Fannin, James R.","LAL000203"
2009,"lower","Nowlin","LAL000247"
2009,"upper","Daniel R. Martiny","LAL000158"
,"joint","Robideaux, Joel C.","LAL000257"
,"joint","Jones, Rosalind D.","LAL000226"
2009,"lower","Brossett","LAL000183"
,"lower","Carter, Stephen F.","LAL000189"
2010,"lower","Reed S. Henderson","LAL000215"
2009,"lower","Ponti","LAL000250"
2010,"lower","Robert M. Marionneaux, Jr.","LAL000157"
2009,"lower","Hollis Downs","LAL000200"
2009,"upper","Cedric L. Richmond","LAL000255"
2010,"upper","Austin J. Badon, Jr.","LAL000042"
2009,"upper","Patrick Connick","LAL000193"
2009,"upper","Major Thibaut, Jr.","LAL000269"
2010,"upper","Erich E. Ponti","LAL000250"
2010,"lower","Lowell C. Hazel","LAL000214"
2009,"lower","Troy Hebert","LAL000152"
2010,"upper","Frank A. Hoffmann","LAL000219"
2010,"lower","Dalton W. Honor?","LAL000220"
2009,"lower","Barras","LAL000180"
2009,"upper","Ernest D. Wooton","LAL000275"
2009,"upper","Adley","LAL000137"
,"joint","Schroder, John M.","LAL000259"
,"lower","Armes, James K.","LAL000174"
2010,"upper","Michael L. Jackson","LAL000224"
2010,"lower","Jonathan W. Perry","LAL000249"
2009,"upper","Conrad Appel","LAL000140"
,"joint","Danahay, Michael E.","LAL000196"
,"lower","Roy, Christopher J.","LAL000122"
,"upper","Elbert L. Guillory","LAL000151"
2009,"upper","Karen Gaudet St. Germain","LAL000265"
2009,"lower","White","LAL000272"
2010,"lower","Kenneth Eric LaFleur","LAL000155"
2009,"lower","Guinn","LAL000211"
2009,"upper","Christopher J. Roy, Jr.","LAL000122"
2010,"lower","Juan A. LaFonta","LAL000231"
2009,"lower","Dove","LAL000199"
2010,"upper","Michael A. Walsworth","LAL000171"
2009,"lower","Karen Carter Peterson","LAL000166"
2009,"upper","Frank A. Howard","LAL000221"
2009,"lower","Edwards","LAL000201"
2009,"lower","Foil","LAL000204"
2010,"upper","John R. Smith","LAL000169"
2009,"lower","A. G. Crowe","LAL000146"
