,"upper","Senator Margaret Flory","VTL000011"
"2009-2010","lower","Westman","VTL000185"
"2011-2012","lower","Christie, Kevin ""Coach""","VTL000192"
"2011-2012","lower","McFaun, Francis ""Topper""","VTL000121"
,"upper","Senator Richard McCormack","VTL000020"
"2009-2010","lower","Flory, Margaret","VTL000011"
,"upper","Senator Richard Mazza","VTL000019"
,"upper","Senator Timothy Ashe","VTL000001"
,"upper","Senator Richard Sears","VTL000026"
"2009-2010","lower","Flory","VTL000011"
,"upper","Senator William Doyle","VTL000009"
,"upper","Senator Randolph Brock","VTL000004"
"2011-2012","lower","Shaw, Butch","VTL000156"
,"upper","Senator Joseph Benning","VTL000181"
"2011-2012","upper","Lyons, Virginia ""Ginny""","VTL000017"
"2011-2012","lower","Koch, Thomas F. ""Tom""","VTL000096"
"2011-2012","lower","Dickinson, Eileen ""Lynn""","VTL000062"
"2011-2012","lower","Minter, Sue","VTL000125"
,"upper","Senator M. Jane Kitchel","VTL000015"
"2011-2012","lower","Pearce, Albert ""Chuck""","VTL000141"
